questionId,stimulus,stem,rationale,answerOptions,correct_answer,difficulty,score_band_range_cd,skill_desc,primary_class_cd_desc,flesch_reading_ease,grade_level,mcalpine_efl,reading_time_passage_only,reading_time_whole_question,reasoning_steps,key_sentences,distractor_complexity
28a46cb0,"While researching a topic, a student has taken the following notes:

The international Slow Food movement was founded in 1989 with the signing of the “Slow Food Manifesto.”
The movement promotes universal access to healthy, high-quality food.
It calls for sustainable food production practices that protect local environments, ecosystems, and biodiversity.
It advocates for fair treatment of and compensation for food production workers.
The Slow Food USA organization was founded in 2000.
",The student wants to introduce the Slow Food movement to a new audience. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Choice A is the best answer. The sentence effectively introduces the Slow Food movement to a new audience, explaining that the movement, which was founded in 1989, promotes universal access to high-quality and healthy food that is produced sustainably by workers who are treated fairly.Choice B is incorrect. While the sentence indicates when the international Slow Food movement and the Slow Food USA organization were founded, it doesn’t effectively introduce the movement to a new audience. Choice C is incorrect. While the sentence notes that the Slow Food movement includes advocacy for food production workers, it doesn’t effectively introduce the movement to a new audience. Choice D is incorrect. While the sentence describes some of the goals of the Slow Food movement, it doesn’t effectively introduce the movement to a new audience.","['The international Slow Food movement, founded in 1989, promotes universal access to healthy, high-quality food that is produced sustainably by workers who are treated and compensated fairly. ', 'The signing of the “Slow Food Manifesto” in 1989 marked the founding of the international Slow Food movement, while the Slow Food USA organization was founded in 2000.', 'The Slow Food movement advocates for food production workers.', 'Goals of the movement include universal access to healthy, high-quality food and sustainable food practices.']",A,M,4,Rhetorical Synthesis,Expression of Ideas,48.4,13.0,19.2,21.9,53.05,1,"['While researching a topic, a student has taken the following notes:\n\nThe international Slow Food movement was founded in 1989 with the signing of the “Slow Food Manifesto.”\nThe movement promotes universal access to healthy, high-quality food.', 'The Slow Food USA organization was founded in 2000.']",0.5688335299491882
259d16ac,"While researching a topic, a student has taken the following notes:

In 1859, the novel Adam Bede was published in England.
According to the novel’s title page, the author’s name was George Eliot.
George Eliot was widely assumed to be a pseudonym.
A pseudonym is a fake name used to conceal an author’s identity.
A woman named Mary Ann Evans later revealed herself as the novel’s real author.
",The student wants to identify the real author of Adam Bede. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Choice A is the best answer. The sentence identifies the novel’s real author, explaining that Mary Ann Evans published the novel under the pseudonym of George Eliot.Choice B is incorrect. The sentence explains that George Eliot was assumed to be a pseudonym; it doesn’t identify the novel’s real author. Choice C is incorrect. The sentence specifies the pseudonym used on the novel’s title page; it doesn’t identify the novel’s real author. Choice D is incorrect. While the sentence indicates that the novel’s real author used a pseudonym, it doesn’t identify that author as Mary Ann Evans.","['The real author of Adam Bede was Mary Ann Evans, who published the novel using the pseudonym George Eliot.', 'George Eliot, which Adam Bede’s title page indicated was the name of the novel’s author, was widely assumed to be a pseudonym.', 'The title page of the novel Adam Bede indicated that the author’s name was George Eliot.', 'A woman who had used a pseudonym to conceal her identity later revealed herself as the real author of Adam Bede.']",A,M,4,Rhetorical Synthesis,Expression of Ideas,66.13,8.0,18.6,17.02,42.7,1,"['While researching a topic, a student has taken the following notes:\n\nIn 1859, the novel Adam Bede was published in England.', 'According to the novel’s title page, the author’s name was George Eliot.', 'George Eliot was widely assumed to be a pseudonym.', 'A woman named Mary Ann Evans later revealed herself as the novel’s real author.']",0.5929985642433167
8d1ddd1b,"While researching a topic, a student has taken the following notes:

Ducklings expend up to 62.8% less energy when swimming in a line behind their mother than when swimming alone.
The physics behind this energy savings hasn’t always been well understood.
Naval architect Zhiming Yuan used computer simulations to study the effect of the mother duck’s wake.
The study revealed that ducklings are pushed in a forward direction by the wake’s waves.
Yuan determined this push reduces the effect of wave drag on the ducklings by 158%.
",The student wants to present the study and its methodology. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Choice B is the best answer. The sentence presents both the study and its methodology (that is, the researcher’s approach to the problem), explaining that Yuan used computer simulations to study the effect of the mother duck’s wake on the ducklings’ energy expenditure. Choice A is incorrect. The sentence describes the findings of Yuan’s study; it doesn’t present the study and its methodology. Choice C is incorrect. While the sentence provides general information about Yuan’s study, it doesn’t present the study’s methodology. Choice D is incorrect. The sentence describes the findings of Yuan’s study; it doesn’t present the study and its methodology. ","['A study revealed that ducklings, which expend up to 62.8% less energy when swimming in a line behind their mother, also experience 158% less drag.', 'Seeking to understand how ducklings swimming in a line behind their mother save energy, Zhiming Yuan used computer simulations to study the effect of the mother duck’s wake.', 'Zhiming Yuan studied the physics behind the fact that by being pushed in a forward direction by waves, ducklings save energy.', 'Naval architect Zhiming Yuan discovered that ducklings are pushed in a forward direction by the waves of their mother’s wake, reducing the effect of drag by 158%.']",B,H,6,Rhetorical Synthesis,Expression of Ideas,65.22,8.0,18.8,23.21,56.88,1,['Naval architect Zhiming Yuan used computer simulations to study the effect of the mother duck’s wake.'],0.5915170907974243
4f2710ab,"Organisms have evolved a number of surprising adaptations to ensure their survival in adverse conditions. Tadpole shrimp (Triops longicaudatus) embryos, ______blank can pause development for over ten years during extended periods of drought.  ",Which choice completes the text with the most logical transition?,"Choice B is the best answer. “For example” logically signals that the information in this sentence—that tadpole shrimp embryos can pause development during extended periods of drought—exemplifies the previous sentence’s claim that organisms have evolved surprising adaptations to survive in adverse conditions.  Choice A is incorrect because “in contrast” illogically signals that the information in this sentence contrasts with the claim about organisms in the previous sentence. Instead, it exemplifies this claim. Choice C is incorrect because “meanwhile” illogically signals that the information in this sentence is separate from (while occurring simultaneously with) the claim about organisms in the previous sentence. Instead, it exemplifies this claim. Choice D is incorrect because “consequently” illogically signals that the information in this sentence is a consequence, or result, of the claim about organisms in the previous sentence. Instead, it exemplifies this claim. ","['in contrast,', 'for example,', 'meanwhile,', 'consequently,']",B,E,3,Transitions,Expression of Ideas,37.81,12.0,20.5,10.98,16.28,0,"['Tadpole shrimp (Triops longicaudatus) embryos, ______blank can pause development for over ten years during extended periods of drought.']",
ac8eb085,"“O2 Arena,” an award-winning science fiction story by Nigerian author Oghenechovwe Donald Ekpeki, takes place in an alternate version of Nigeria where breathable air is a rare commodity that is owned and sold by companies. ______blank people must purchase it with currency called O2 credits.",Which choice completes the text with the most logical transition?,"Choice A is the best answer. The second sentence describes a consequence of the system laid out in the first sentence: because air is owned and sold by companies in this world, people have to buy it. Choice B is incorrect. This choice uses a transition that means “no matter what happens” or “whatever the situation is,” which doesn’t make sense here. There’s only one situation described in the text: a fictional world in which companies own all the breathable air, forcing people to buy it. Choice C is incorrect. This choice uses a disagreement transition. But this sentence doesn’t disagree with the previous sentence. They both describe the same fictional situation. Choice D is incorrect. This choice uses a transition that indicates a shift back in time, which doesn’t make sense here. Both sentences use the present tense, as they’re describing the same fictional time period. ","['As a result,', 'In any case,', 'Nevertheless,', 'Earlier,']",A,E,2,Transitions,Expression of Ideas,48.64,14.0,29.5,12.97,18.07,0,"['“O2 Arena,” an award-winning science fiction story by Nigerian author Oghenechovwe Donald Ekpeki, takes place in an alternate version of Nigeria where breathable air is a rare commodity that is owned and sold by companies.', '______blank people must purchase it with currency called O2 credits.']",
480ade7e,"In response to adverse environmental conditions, many plants produce abscisic acid (ABA), a stress hormone. ABA triggers a slowdown in the biological processes of most plants. ______blank when the mustard plant Schrenkiella parvula produces ABA in response to an environmental stressor, the hormone triggers accelerated growth.  ",Which choice completes the text with the most logical transition?,"Choice B is the best answer. “In contrast” logically signals that the information in this sentence—that ABA triggers accelerated growth in the mustard plant Schrenkiella parvula—contrasts with the previous information about ABA triggering a slowdown in most plants’ biological processes. Choice A is incorrect because “moreover” illogically signals that the information in this sentence about the mustard plant merely adds to the previous information about the effects of ABA. Instead, it contrasts with that information. Choice C is incorrect because “for example” illogically signals that the information in this sentence about the mustard plant provides an example consistent with the previous information about the effects of ABA. Instead, it contrasts with that information.  Choice D is incorrect because “thus” illogically signals that the information in this sentence about the mustard plant is a consequence, or result, of the previous information about the effects of ABA. Instead, it contrasts with that information. ","['Moreover,', 'In contrast,', 'For example,', 'Thus,']",B,H,6,Transitions,Expression of Ideas,39.03,12.0,20.3,14.81,19.64,0,"['In response to adverse environmental conditions, many plants produce abscisic acid (ABA), a stress hormone.', 'ABA triggers a slowdown in the biological processes of most plants.', '______blank when the mustard plant Schrenkiella parvula produces ABA in response to an environmental stressor, the hormone triggers accelerated growth.']",
ba263620,"While researching a topic, a student has taken the following notes:

In 1897, African American inventor Andrew Beard invented an automatic coupler.
It improved on the existing design of train car couplers.
It made the job of connecting train cars safer.
In 1938, African American inventor Frederick Jones invented a mobile refrigeration system.
It improved on the existing design of food transport trucks.
It enabled trucks to carry perishable foods farther.
",The student wants to emphasize a similarity between Beard’s invention and Jones’s invention. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Choice A is the best answer. It compares Beard’s and Jones’s inventions to one another, and emphasizes what they have in common. Choice B is incorrect. This choice doesn’t emphasize a similarity. It only mentions Beard’s invention. It doesn’t compare it to Jones’s invention. Choice C is incorrect. This choice doesn’t emphasize a similarity between the two inventions. Instead, it emphasizes a difference. Choice D is incorrect. This choice doesn’t emphasize a similarity. It only mentions Jones’s invention. It doesn’t compare it to Beard’s invention. ","['Beard’s automatic coupler and Jones’s mobile refrigeration system both improved on existing designs.', 'In 1897, Beard invented an automatic coupler, which made the job of connecting train cars safer.', 'Beard’s invention made the job of connecting train cars safer, whereas Jones’s invention enabled food transport trucks to carry perishables farther. ', 'Jones’s mobile refrigeration system, which he invented in 1938, made it possible for food transport trucks to carry perishable foods farther.']",A,E,1,Rhetorical Synthesis,Expression of Ideas,51.04,10.0,15.7,20.33,50.79,1,"['While researching a topic, a student has taken the following notes:\n\nIn 1897, African American inventor Andrew Beard invented an automatic coupler.', 'In 1938, African American inventor Frederick Jones invented a mobile refrigeration system.']",0.5205236673355103
c34d6bff,"While researching a topic, a student has taken the following notes:

African American women played prominent roles in the Civil Rights Movement, including at the famous 1963 March on Washington.
Civil rights activist Anna Hedgeman, one of the march’s organizers, was a political adviser who had worked for President Truman.
Civil rights activist Daisy Bates was a well-known journalist and advocate for school desegregation.
Hedgeman worked behind the scenes to make sure a woman was included in the lineup of speakers at the march.
Bates was the sole woman to speak, delivering a brief but memorable address to the cheering crowd.
",The student wants to compare the two women’s contributions to the March on Washington. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Choice C is the best answer. The sentence compares the two women’s contributions to the march: Hedgeman worked behind the scenes to make sure a woman speaker was included, whereas Bates actually spoke at the event. Choice A is incorrect. While it acknowledges that the two women both contributed to the march, it doesn’t indicate what Hedgeman did, so no comparison is made. Choice B is incorrect. While the sentence provides information about the two women, it doesn’t mention anything about Bates’s contribution to the march. Choice D is incorrect. While the sentence indicates that the two women both fought for civil rights, it doesn’t compare their individual contributions to the march. ","['Hedgeman and Bates contributed to the march in different ways; Bates, for example, delivered a brief but memorable address.', 'Hedgeman worked in politics and helped organize the march, while Bates was a journalist and school desegregation advocate.', 'Although Hedgeman worked behind the scenes to make sure a woman speaker was included, Bates was the sole woman to speak at the march.', 'Many African American women, including Bates and Hedgeman, fought for civil rights, but only one spoke at the march.']",C,H,7,Rhetorical Synthesis,Expression of Ideas,50.97,14.0,27.6,27.84,57.93,1,"['While researching a topic, a student has taken the following notes:\n\nAfrican American women played prominent roles in the Civil Rights Movement, including at the famous 1963 March on Washington.', 'Civil rights activist Anna Hedgeman, one of the march’s organizers, was a political adviser who had worked for President Truman.', 'Civil rights activist Daisy Bates was a well-known journalist and advocate for school desegregation.', 'Hedgeman worked behind the scenes to make sure a woman was included in the lineup of speakers at the march.', 'Bates was the sole woman to speak, delivering a brief but memorable address to the cheering crowd.']",0.5097883343696594
82ec9628,"Archaeologist Sue Brunning explains why the seventh-century ship burial site at Sutton Hoo in England was likely the tomb of a king. First, the gold artifacts inside the ship suggest that the person buried with them was a wealthy and respected leader. ______blank the massive effort required to bury the ship would likely only have been undertaken for a king.",Which choice completes the text with the most logical transition?,"Choice D is the best answer. “Second” logically signals that the information in this sentence—that the effort to bury the ship would likely only have been made for a king—joins the information in the previous sentence (“firstundefined”) in supporting Brunning’s claim that the burial site was likely the tomb of a king. Choice A is incorrect because “instead” illogically signals that the information in this sentence presents an alternative or substitute to the previous information about the gold artifacts inside the ship. Rather, this sentence presents a second piece of information that supports Brunning’s claim. Choice B is incorrect because “still” illogically signals that the information in this sentence exists in contrast to or despite the previous information about the gold artifacts inside the ship. Instead, this sentence presents a second piece of information that supports Brunning’s claim. Choice C is incorrect because “specifically” illogically signals that the information in this sentence specifies or elaborates on the previous information about the gold artifacts inside the ship. Instead, this sentence presents a second piece of information that supports Brunning’s claim. ","['Instead,', 'Still,', 'Specifically,', 'Second,']",D,M,4,Transitions,Expression of Ideas,59.64,11.0,27.0,15.76,20.48,0,['Archaeologist Sue Brunning explains why the seventh-century ship burial site at Sutton Hoo in England was likely the tomb of a king.'],
34a5ba1c,"By 1936, Spanish Romani dancer Carmen Amaya was known all over Spain for her powerful style of flamenco dancing. However, in July of that year, the outbreak of the Spanish Civil War made it difficult for her to perform in her home country. ______blank Amaya left Spain to perform abroad, dancing for audiences across North and South America.",Which choice completes the text with the most logical transition?,"Choice B is the best answer. “As a result” logically signals that the information in this sentence about Amaya leaving Spain to perform abroad is a result of the previous information about the Spanish Civil War. Choice A is incorrect because “in comparison” illogically signals that the information in this sentence is being compared to the previous information about the Spanish Civil War. Instead, Amaya leaving Spain is a result of that war. Choice C is incorrect because “first of all” illogically signals that the information in this sentence is the beginning of a sequence of events. Instead, Amaya leaving Spain is a result of the event (the outbreak of war) described in the previous sentence. Choice D is incorrect because “for example” illogically signals that the information in this sentence is an example supporting the previous statement about the Spanish Civil War. Instead, Amaya leaving Spain is a result of that war. ","['In comparison,', 'As a result,', 'First of all,', 'For example,']",B,E,2,Transitions,Expression of Ideas,68.81,9.0,26.3,14.92,20.22,0,"['By 1936, Spanish Romani dancer Carmen Amaya was known all over Spain for her powerful style of flamenco dancing.', 'However, in July of that year, the outbreak of the Spanish Civil War made it difficult for her to perform in her home country.', '______blank Amaya left Spain to perform abroad, dancing for audiences across North and South America.']",
37957752,"As biologist Terrie Williams has documented, deep dives present a challenge for seals and other marine mammals. A seal must exert enough energy to propel itself hundreds of meters downward, while keeping its heart rate low enough that it doesn’t run out of oxygen while underwater. ______blank a seal moves its flippers as little as possible on a deep dive, gliding to conserve energy.",Which choice completes the text with the most logical transition?,"Choice C is the best answer. “For this reason” logically signals that the behavior described in this sentence is a consequence of the information about seals in the previous sentence. That is, a seal moves its flippers as little as possible during a deep dive because it needs to keep its heart rate low enough that it does not run out of oxygen. Choice A is incorrect because “in the first place” illogically signals that this sentence is the first point in a discussion. Instead, the sentence describes a behavior that is a consequence of the previous information about seals.  Choice B is incorrect because “on the other hand” illogically signals that the behavior described in this sentence contrasts with the previous information about seals. Instead, it is a consequence of that information. Choice D is incorrect because “in comparison” illogically signals that the behavior described in this sentence is being compared to the previous information about seals. Instead, it is a consequence of that information. ","['In the first place,', 'On the other hand,', 'For this reason,', 'In comparison,']",C,E,2,Transitions,Expression of Ideas,58.32,11.0,28.3,16.91,22.9,0,"['As biologist Terrie Williams has documented, deep dives present a challenge for seals and other marine mammals.']",
2b5f4bdc,"In the early 1900s, Jovita Idundefinedr fought injustice on both sides of the Mexico–United States border. As a reporter for the Texas newspaper La Crundefinednica, she voiced support for the Mexican people’s revolt against authoritarian rule. ______blank she founded the League of Mexican Women, a group that advocated for the rights of Mexican Americans.",Which choice completes the text with the most logical transition?,"Choice A is the best answer because “additionally” logically signals that the information in this sentence—that Idundefinedr founded the League of Mexican Women—is another instance of Idundefinedr fighting injustice, this time advocating for the rights of Mexican Americans. Choice B is incorrect because “in conclusion” illogically signals that the information in this sentence sums up or concludes the discussion of Idundefinedr’s support for the Mexican people’s revolt. Instead, the founding of the League of Mexican Women is a separate instance of Idundefinedr fighting injustice. Choice C is incorrect because “for example” illogically signals that the information in this sentence is an example of how, as a newspaper reporter, Idundefinedr voiced support for the Mexican people’s revolt. Instead, the founding of the League of Mexican Women is a separate instance of Idundefinedr fighting injustice, this time in support of Mexican Americans. Choice D is incorrect because “rather” illogically signals that the information in this sentence offers a contrast or exception to the previous information about Idundefinedr’s support for the Mexican people’s revolt. Instead, the founding of the League of Mexican Women is a separate instance of Idundefinedr fighting injustice. ","['Additionally,', 'In conclusion,', 'For example,', 'Rather,']",A,M,4,Transitions,Expression of Ideas,44.75,14.0,24.7,15.91,21.17,1,"['In the early 1900s, Jovita Idundefinedr fought injustice on both sides of the Mexico–United States border.', 'As a reporter for the Texas newspaper La Crundefinednica, she voiced support for the Mexican people’s revolt against authoritarian rule.', '______blank she founded the League of Mexican Women, a group that advocated for the rights of Mexican Americans.']",
90117366,"To explore how blinking affects social interactions, Dutch researchers observed interactions between human speakers and “listeners” (animated human faces on a screen). The researchers found that when the listeners blinked slowly, the speakers tended to talk for less time. ______blank quicker blinks were associated with longer talking times.",Which choice completes the text with the most logical transition?,"Choice D is the best answer. “By contrast” logically signals that the finding described in this sentence contrasts with the finding described in the previous sentence. That is, quicker blinks were associated with longer talking times, whereas slower blinks were associated with shorter talking times. Choice A is incorrect because “for example” illogically signals that the finding described in this sentence is an example of the finding described in the previous sentence. Instead, it contrasts with that finding. Choice B is incorrect because “specifically” illogically signals that this sentence provides specific, precise details about the finding described in the previous sentence. Instead, it presents information that contrasts with that finding. Choice C is incorrect because “firstly” illogically signals that the finding described in this sentence is a first point or occurs first in a chronological sequence of events. Instead, it contrasts with the finding described in the previous sentence. ","['For example,', 'Specifically,', 'Firstly,', 'By contrast,']",D,E,3,Transitions,Expression of Ideas,46.78,11.0,19.3,15.49,20.69,0,[],
a204d618,"In 1949, Frank Zamboni developed an ice rink resurfacing machine. As Zamboni’s machine moved along the rink’s surface, it first scraped off the top layer of ice. ______blank it sprayed water into the deep grooves left behind by customers’ skates. Lastly, it smoothed over the newly formed ice.",Which choice completes the text with the most logical transition?,"Choice B is the best answer. ""Next"" logically signals that the action in this sentence—the water spraying—is the next step in the resurfacing process, following the ice scraping mentioned in the previous sentence.Choice A is incorrect because ""for example"" illogically signals that the action in this sentence is an example of the action in the previous sentence. Instead, the water spraying is the next step in a process that begins with the ice scraping. Choice C is incorrect because ""similarly"" illogically signals that the action in this sentence is similar to the action in the previous sentence. Instead, the water spraying is the next step in a process that begins with the ice scraping. Choice D is incorrect because ""in contrast"" illogically signals that the action in this sentence contrasts with the action in the previous sentence. Instead, the water spraying is the next step in a process that begins with the ice scraping.","['For example,', 'Next,', 'Similarly,', 'In contrast,']",B,E,2,Transitions,Expression of Ideas,76.22,6.0,16.3,12.92,17.8,0,"['In 1949, Frank Zamboni developed an ice rink resurfacing machine.']",
ff1a2e5e,"Historians agree that the jazz pianist Jelly Roll Morton was exaggerating when he claimed to have invented jazz music. No one can deny, ______blank that Morton’s innovative compositions and remarkable improvisational skills helped shape jazz as a genre during its early years.",Which choice completes the text with the most logical transition?,"Choice D is the best answer. ""Though"" logically signals that the claim in the sentence—that Morton’s improvisational skills helped shape jazz as a genre during its early years (""No one can deny"" it)—is true despite the previous information about Morton’s exaggerated claim to have invented jazz.Choice A is incorrect because ""therefore"" illogically signals that the claim in the sentence is a result of the previous information about Morton’s claim to have invented jazz. Instead, the sentence states that Morton helped to shape jazz—even if his claim was an exaggeration. Choice B is incorrect because ""in the second place"" illogically signals that the claim in the sentence is a second, separate point in addition to Morton’s claim to have invented jazz. Instead, the sentence states that Morton helped to shape jazz—even if his claim was an exaggeration. Choice C is incorrect because ""in other words"" illogically signals that the claim in the sentence is merely a paraphrase or restatement of the previous information about Morton’s claim to have invented jazz. Instead, the sentence states that Morton helped to shape jazz—even if his claim was an exaggeration.","['therefore,', 'in the second place,', 'in other words,', 'though,']",D,E,3,Transitions,Expression of Ideas,41.7,15.0,26.5,12.34,17.75,1,"['No one can deny, ______blank that Morton’s innovative compositions and remarkable improvisational skills helped shape jazz as a genre during its early years.']",
ed80971c,"While researching a topic, a student has taken the following notes:

The Pueblo of Zuni is located about 150 miles west of Albuquerque, New Mexico.
It is the traditional home of the A:shiwi (Zuni) people.
The A:shiwi A:wan Museum and Heritage Center was established by tribal members in 1992.
Its mission is stated on its website: “As a tribal museum and heritage center for the Zuni people and by the Zuni people we work to provide learning experiences that emphasize A:shiwi ways of knowing, as well as exploring modern concepts of knowledge and the transfer of knowledge.”
",The student wants to emphasize how long the museum has existed. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Choice B is the best answer. This choice effectively uses information from the notes to emphasize how long the museum has existed. It says that the museum has existed since 1992. Choice A is incorrect. This choice doesn’t emphasize how long the museum has existed. It doesn’t say when the museum was founded. Choice C is incorrect. This choice doesn’t emphasize how long the museum has existed. It doesn’t say the exact date of the museum’s founding. Rather, it emphasizes the museum’s mission. Choice D is incorrect. This choice doesn’t emphasize how long the museum has existed. It doesn’t say when the museum was founded. ","['The Pueblo of Zuni is home to the A:shiwi A:wan Museum and Heritage Center, which was founded by tribal members.', 'The A:shiwi A:wan Museum and Heritage Center has served the Pueblo of Zuni since 1992.', 'According to its website, the A:shiwi A:wan Museum and Heritage Center (founded in the 1990s) works to “emphasize A:shiwi ways of knowing.”', 'Knowledge has been one of the central themes of the A:shiwi A:wan Museum and Heritage Center from its founding.']",B,M,5,Rhetorical Synthesis,Expression of Ideas,46.81,13.0,34.5,25.11,51.94,1,"['While researching a topic, a student has taken the following notes:\n\nThe Pueblo of Zuni is located about 150 miles west of Albuquerque, New Mexico.', 'It is the traditional home of the A:shiwi (Zuni) people.', 'The A:shiwi A:wan Museum and Heritage Center was established by tribal members in 1992.', 'Its mission is stated on its website: “As a tribal museum and heritage center for the Zuni people and by the Zuni people we work to provide learning experiences that emphasize A:shiwi ways of knowing, as well as exploring modern concepts of knowledge and the transfer of knowledge.”']",0.5731868743896484
ec03f090,"While researching a topic, a student has taken the following notes:

A sestina is a thirty-nine-line poetic form.
Each line of the poem ends with one of six end words, which alternate according to a set pattern.
“Forage Sestina” is a sestina by Marilyn Hacker.
Its end words are words, structure, wire, beam, wall, and room.
“Towards Autumn” is a sestina by Marilyn Hacker.
Its end words are daughter, friend, bread, mother, lover, and myself.
",The student wants to use one of the poems to illustrate the sestina form. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Choice B is the best answer. The sentence uses the poem ""Towards Autumn"" to illustrate the form of a sestina, explaining that a sestina’s thirty-nine lines all end in one of six alternating words and showcasing that poem’s specific end words.Choice A is incorrect. The sentence identifies both of Hacker’s poems as sestinas; it doesn’t use one of the poems to illustrate the form of a sestina. Choice C is incorrect. While the sentence appears to use the poem ""Forage Sestina"" to illustrate a feature of the sestina form, it misrepresents the information in the notes. According to the notes, ""Forage Sestina"" doesn’t use these six end words; it uses six other words instead. Choice D is incorrect. While the sentence uses the poem ""Towards Autumn"" as an example of one of Hacker’s sestinas, it misrepresents the information in the notes. According to the notes, ""Towards Autumn"" doesn’t use these six end words; it uses six other words instead.","['Hacker employs the sestina, a poetic form with thirty-nine lines and six end words, in both “Forage Sestina” and “Towards Autumn.”', 'As a sestina, “Towards Autumn” contains thirty-nine lines and six end words—in this case, daughter, friend, bread, mother, lover, and myself—that alternate in a set pattern.', 'The thirty-nine-line sestina form uses the words daughter, friend, bread, mother, lover, and myself, which are found in the poem “Forage Sestina.”', 'Hacker has used the sestina form multiple times, as in “Towards Autumn,” which contains these six words: words, structure, wire, beam, wall, and room.']",B,H,6,Rhetorical Synthesis,Expression of Ideas,67.25,8.0,17.5,19.33,53.57,1,"['“Forage Sestina” is a sestina by Marilyn Hacker.', '“Towards Autumn” is a sestina by Marilyn Hacker.']",0.47985053062438965
eaded344,"While researching a topic, a student has taken the following notes:

The painter Frida Kahlo is one of the most influential artists of the twentieth century.
She was born in Coyoacundefinedn, Mexico, in 1907.
She is best known for her vivid and richly symbolic self-portraits.
The Two Fridas (1939) features two versions of Kahlo sitting together.
One version wears a European-style dress and the other a traditional Tehuana dress.
",The student wants to introduce Kahlo to an audience unfamiliar with the artist. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Choice D is the best answer. By identifying Kahlo as an influential artist from Mexico, and by describing the work she’s best known for, this choice provides the background information necessary to introduce Kahlo to an unfamiliar audience. Choice A is incorrect. This choice doesn’t effectively introduce Kahlo. It doesn’t include any background information about who Kahlo is or where she’s from. It simply identifies one of her paintings. Choice B is incorrect. This choice doesn’t effectively introduce Kahlo. It doesn’t include any background information about who Kahlo is or where she’s from. It simply identifies one of her paintings. Choice C is incorrect. This choice doesn’t effectively introduce Kahlo. It doesn’t include any background information about who Kahlo is or where she’s from. Instead, it describes one of her paintings in detail. ","['Known for being vivid and richly symbolic, Frida Kahlo’s self-portraits include The Two Fridas (1939).', 'The 1939 painting The Two Fridas is one example of a self-portrait by Frida Kahlo.', 'One painting by Frida Kahlo features two versions of herself, with one version wearing a European-style dress and the other a traditional Tehuana dress.', 'One of the most influential artists of the twentieth century, Mexican painter Frida Kahlo is best known for her self-portraits, which are vivid and richly symbolic.']",D,E,1,Rhetorical Synthesis,Expression of Ideas,57.47,11.0,19.6,19.01,49.11,1,"['While researching a topic, a student has taken the following notes:\n\nThe painter Frida Kahlo is one of the most influential artists of the twentieth century.', 'She was born in Coyoacundefinedn, Mexico, in 1907.', 'The Two Fridas (1939) features two versions of Kahlo sitting together.', 'One version wears a European-style dress and the other a traditional Tehuana dress.']",0.4908197820186615
52b31d7b,"In November 1934, Amrita Sher-Gil was living in what must have seemed like the ideal city for a young artist: Paris. She was studying firsthand the color-saturated style of France’s modernist masters and beginning to make a name for herself as a painter. ______blank Sher-Gil longed to return to her childhood home of India; only there, she believed, could her art truly flourish.",Which choice completes the text with the most logical transition?,"Choice A is the best answer. “Still” logically signals that the information about Sher-Gil in this sentence—that she longed to leave Paris and return to India—contrasts with what one would expect after reading about Sher-Gil’s experiences in Paris in the previous sentences. Choice B is incorrect because “therefore” illogically signals that the information about Sher-Gil in this sentence is a result or consequence of the descriptions in the previous sentences. Instead, this information contrasts with what one would expect after reading about Sher-Gil’s experiences in Paris. Choice C is incorrect because “indeed” illogically signals that the information about Sher-Gil in this sentence offers additional emphasis in support of the descriptions in the previous sentences. Instead, this information contrasts with what one would expect after reading about Sher-Gil’s experiences in Paris. Choice D is incorrect because “furthermore” illogically signals that the information about Sher-Gil in this sentence offers additional support for or confirmation of the descriptions in the previous sentences. Instead, this information contrasts with what one would expect after reading about Sher-Gil’s experiences in Paris. ","['Still,', 'Therefore,', 'Indeed,', 'Furthermore,']",A,M,4,Transitions,Expression of Ideas,67.08,10.0,28.7,16.7,21.48,0,"['In November 1934, Amrita Sher-Gil was living in what must have seemed like the ideal city for a young artist: Paris.', 'She was studying firsthand the color-saturated style of France’s modernist masters and beginning to make a name for herself as a painter.', '______blank Sher-Gil longed to return to her childhood home of India; only there, she believed, could her art truly flourish.']",
